PheWAS_Category	Ethnicity	Description	Data_Field	rsID	Samples	-log(p)	p-val	beta	std_error	Category	Gene
example	White	Spells in hospital	f.41235.0.0	rs6426192	606/969	3.303013435811028	0.000497721686676	3.751310893092109	1.053028441482462	Summary Administration	DDX11L1, DDX11L17
example	White	Methods of discharge from hospital (polymorphic)	f.41213.0.0	rs6426192	755/969	2.986796887134933	0.0010308681289243	1.0759809488940346	0.3228027370090565	Summary Administration	DDX11L1, DDX11L17
example	White	Main speciality of consultant (recoded)	f.41245.0.3	rs6426192	217/969	2.5302101941844115	0.0029497812165247	517.8567093201883	151.94790579309165	Summary Administration	DDX11L1, DDX11L17
example	White	Intended management of patient (polymorphic)	f.41206.0.0	rs6426192	688/969	2.2740595827139853	0.0053203526207063	0.8122477475758184	0.2878991209011085	Summary Administration	DDX11L1, DDX11L17
example	White	Methods of admission to hospital (polymorphic)	f.41212.0.1	rs6426192	527/969	2.2038586310413	0.0062537622840024	5.678405016267687	2.040505199294858	Summary Administration	DDX11L1, DDX11L17
example	White	Methods of admission to hospital (recoded)	f.41249.0.2	rs6426192	307/969	2.0433027149079552	0.0090510150094285	786.8558235029699	287.81348050748005	Summary Administration	DDX11L1, DDX11L17
example	White	Carer support indicators	f.41214.0.0	rs6426192	654/969	1.819678314528948	0.015146827709283	23.206472963752866	9.452842006193636	Summary Psychiatric	DDX11L1, DDX11L17
example	White	Treatment speciality of consultant (recoded)	f.41246.0.3	rs6426192	259/969	1.6970111731149922	0.0200904112524633	1033.0691051738495	426.6464668521977	Summary Administration	DDX11L1, DDX11L17
example	White	Inpatient record format	f.41253.0.1	rs6426192	439/969	1.5497444883943678	0.0282004157870098	13.859677033887571	6.2169995724285565	Summary Administration	DDX11L1, DDX11L17
example	White	Intended management of patient (recoded)	f.41244.0.2	rs6426192	194/969	1.3453271093716483	0.0451515735897676	197.9127057237488	91.0812844351339	Summary Administration	DDX11L1, DDX11L17
example	White	Carer support indicators	f.41214.0.1	rs6426192	179/969	1.0864585065643786	0.0819485914899715	41.95450555185331	22.77138488541781	Summary Psychiatric	DDX11L1, DDX11L17
example	White	Inpatient record format	f.41253.0.2	rs6426192	154/969	1.0730990072863016	0.0845086166621965	61.94475993049473	24.365535777998083	Summary Administration	DDX11L1, DDX11L17
example	White	Reported occurrences of cancer	f.40009.0.0	rs6426192	171/969	1.008941383504383	0.0979622195573898	1.1306877090990526	0.630120370208186	Cancer register	DDX11L1, DDX11L17
example	White	Main speciality of consultant (polymorphic)	f.41207.0.1	rs6426192	505/969	0.776092211100718	0.1674587283364551	42.11792939878547	30.33372974110585	Summary Administration	DDX11L1, DDX11L17
example	White	Treatment speciality of consultant (recoded)	f.41246.0.2	rs6426192	362/969	0.681345850299726	0.2082831560103416	469.6706416730799	370.2814898900782	Summary Administration	DDX11L1, DDX11L17
example	White	Intended management of patient (polymorphic)	f.41206.0.1	rs6426192	436/969	0.6460712632390369	0.2259065050563262	1.0447530508944158	0.857197882382246	Summary Administration	DDX11L1, DDX11L17
example	White	Methods of discharge from hospital (recoded)	f.41250.0.1	rs6426192	169/969	0.5962495771460655	0.2533672180026897	1413.303428279841	1172.5501146583415	Summary Administration	DDX11L1, DDX11L17
example	White	Methods of discharge from hospital (polymorphic)	f.41213.0.1	rs6426192	166/969	0.5919901188119794	0.2558644101220773	1.514788420632344	1.2907573200349527	Summary Administration	DDX11L1, DDX11L17
example	White	Treatment speciality of consultant (recoded)	f.41246.0.4	rs6426192	167/969	0.5721632826725592	0.2678161221215137	332.91434890260643	279.5421004012581	Summary Administration	DDX11L1, DDX11L17
example	White	Inpatient record format	f.41253.0.0	rs6426192	756/969	0.5295303998909653	0.2954402078012587	2.8341079236650657	2.701126694172696	Summary Administration	DDX11L1, DDX11L17
example	White	Destinations on discharge from hospital (recoded)	f.41248.0.1	rs6426192	176/969	0.5061586548704924	0.3117750410859031	2688.3976027826184	2523.5480965413917	Summary Administration	DDX11L1, DDX11L17
example	White	Behaviour of cancer tumour	f.40012.0.0	rs6426192	161/969	0.4654248221628411	0.3424326587425453	0.571383059650328	0.5543718484995502	Cancer register	DDX11L1, DDX11L17
example	White	Methods of admission to hospital (recoded)	f.41249.0.3	rs6426192	160/969	0.4241155103866015	0.3766036194579801	670.8198485656508	728.0379542347733	Summary Administration	DDX11L1, DDX11L17
example	White	Destinations on discharge from hospital (polymorphic)	f.41211.0.1	rs6426192	182/969	0.3949792293586777	0.4027362951990176	25.861011015794634	29.81446176856625	Summary Administration	DDX11L1, DDX11L17
example	White	Cancer record format	f.40019.0.0	rs6426192	169/969	0.3262576144143909	0.4717831063627362	3.2605417255704747	4.423980836728868	Cancer register	DDX11L1, DDX11L17
example	White	Main speciality of consultant (polymorphic)	f.41207.0.4	rs6426192	131/969	0.3114533957484716	0.4881424811311246	-215.95626521522996	256.2892895963697	Summary Administration	DDX11L1, DDX11L17
example	White	Intended management of patient (recoded)	f.41244.0.1	rs6426192	426/969	0.3092174712334631	0.4906621175237353	58.485020447657845	84.4662583248043	Summary Administration	DDX11L1, DDX11L17
example	White	Main speciality of consultant (polymorphic)	f.41207.0.3	rs6426192	220/969	0.0047874256798469	0.9890370806344012	1.095239118158052	79.12534759470759	Summary Administration	DDX11L1, DDX11L17
